"ID";"EigenaarBewoner";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"GemiddeldeHypotheekschuldEigenWoning_2";"GemiddeldeWaardeEigenWoning_3";"GemiddeldBrutoInkomen_4";"GemiddeldBesteedbaarInkomen_5";"HypotheekschuldWoningwaarde_6";"HypotheekschuldBrutoInkomen_7";"HypotheekschuldBesteedbaarInkomen_8";"GeenSchuld_9";"k_0Tot07_10";"k_07Tot08_11";"k_08Tot09_12";"k_09Tot10_13";"k_1OfHoger_14";"GeenSchuld_15";"k_0Tot2_16";"k_2Tot4_17";"k_4OfHoger_18";"GeenSchuld_19";"k_0Tot35_20";"k_35Tot7_21";"k_7OfHoger_22"
"91";"T001628";"1017780";"2017JJ00";"  1496.2";"   124.8";"   283.0";"    85.1";"    52.5";"    0.41";"     1.4";"     2.2";"   331.2";"   691.8";"    86.0";"    90.5";"   112.2";"   184.6";"   331.2";"   661.6";"   406.8";"    96.6";"   331.2";"   731.9";"   374.1";"    59.0"
"92";"T001628";"1017780";"2018JJ00";"  1518.9";"   125.8";"   304.1";"    85.5";"    53.0";"    0.39";"     1.4";"     2.2";"   339.8";"   741.9";"    97.9";"   108.6";"   102.4";"   128.3";"   339.8";"   680.1";"   404.8";"    94.2";"   339.8";"   750.4";"   371.3";"    57.4"
"93";"T001628";"1017780";"2019JJ00";"  1534.7";"   127.8";"   329.1";"    91.6";"    57.5";"    0.36";"     1.3";"     2.1";"   343.2";"   806.2";"   109.7";"   108.2";"    79.2";"    88.1";"   343.2";"   711.7";"   391.0";"    88.7";"   343.2";"   788.2";"   350.5";"    52.8"
"94";"T001628";"1017780";"2020JJ00";"  1549.0";"   128.2";"   349.7";"    91.0";"    57.3";"    0.34";"     1.3";"     2.0";"   353.4";"   855.8";"   109.1";"    95.5";"    66.9";"    68.4";"   353.4";"   720.6";"   387.5";"    87.6";"   353.4";"   805.7";"   338.9";"    51.1"
"95";"T001628";"1017780";"2021JJ00";"  1565.5";"   131.9";"   385.3";"    94.1";"    59.4";"    0.31";"     1.3";"     2.0";"   353.6";"   933.6";"   102.5";"    80.0";"    48.2";"    47.7";"   353.6";"   728.6";"   394.3";"    89.0";"   353.6";"   821.8";"   338.1";"    51.9"
"96";"T001628";"1016090";"2006JJ00";"  1514.0";"   156.8";"   283.6";"       .";"       .";"    0.54";"       .";"       .";"    86.6";"   881.5";"   114.5";"   106.9";"   107.6";"   216.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"97";"T001628";"1016090";"2007JJ00";"  1520.3";"   169.0";"   302.3";"       .";"       .";"    0.56";"       .";"       .";"    83.7";"   867.4";"   122.1";"   122.7";"   125.1";"   199.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"98";"T001628";"1016090";"2008JJ00";"  1535.7";"   181.3";"   316.3";"       .";"       .";"    0.58";"       .";"       .";"    82.5";"   847.2";"   129.9";"   134.9";"   137.8";"   203.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"99";"T001628";"1016090";"2009JJ00";"  1565.7";"   189.2";"   315.7";"       .";"       .";"    0.62";"       .";"       .";"   110.2";"   778.9";"   130.5";"   135.5";"   142.6";"   267.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"100";"T001628";"1016090";"2010JJ00";"  1612.5";"   195.7";"   295.4";"       .";"       .";"    0.70";"       .";"       .";"   113.1";"   692.0";"   126.0";"   130.2";"   139.1";"   412.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"101";"T001628";"1016090";"2011JJ00";"  1610.9";"   201.8";"   298.9";"   100.6";"    57.3";"    0.72";"     2.0";"     3.5";"   108.8";"   665.5";"   129.1";"   136.3";"   147.0";"   424.1";"   108.8";"   685.2";"   638.6";"   178.3";"   108.8";"   689.0";"   664.3";"   148.9"
"102";"T001628";"1016090";"2012JJ00";"  1613.3";"   208.8";"   285.1";"   102.5";"    57.6";"    0.80";"     2.1";"     3.7";"    94.8";"   594.9";"   121.3";"   128.4";"   140.1";"   533.8";"    94.8";"   681.1";"   654.7";"   182.7";"    94.8";"   670.9";"   692.5";"   155.1"
"103";"T001628";"1016090";"2013JJ00";"  1612.6";"   211.3";"   256.2";"   104.4";"    58.5";"    0.91";"     2.1";"     3.7";"    90.5";"   492.2";"   103.5";"   110.6";"   119.1";"   696.6";"    90.5";"   681.0";"   664.3";"   176.8";"    90.5";"   669.1";"   704.7";"   148.3"
"104";"T001628";"1016090";"2014JJ00";"  1607.3";"   210.1";"   254.6";"   109.8";"    62.5";"    0.92";"     2.0";"     3.5";"    97.8";"   470.8";"   102.3";"   110.3";"   121.7";"   704.3";"    97.8";"   696.6";"   660.7";"   152.2";"    97.8";"   693.9";"   695.5";"   120.0"
"105";"T001628";"1016090";"2015JJ00";"  1603.9";"   208.0";"   260.8";"   107.7";"    62.0";"    0.90";"     2.0";"     3.5";"   105.7";"   477.1";"   106.4";"   117.4";"   132.4";"   664.9";"   105.7";"   686.2";"   666.0";"   146.0";"   105.7";"   703.6";"   683.0";"   111.5"
"106";"T001628";"1016090";"2016JJ00";"  1600.2";"   209.6";"   272.0";"   112.1";"    65.5";"    0.87";"     2.0";"     3.3";"   101.4";"   496.8";"   115.4";"   131.4";"   160.4";"   594.9";"   101.4";"   715.2";"   658.6";"   125.0";"   101.4";"   753.6";"   654.6";"    90.6"
"107";"T001628";"1016090";"2017JJ00";"  1599.9";"   212.1";"   291.9";"   117.9";"    68.4";"    0.82";"     1.9";"     3.3";"   101.1";"   536.3";"   136.1";"   163.1";"   204.2";"   458.9";"   101.1";"   747.2";"   645.8";"   105.7";"   101.1";"   780.0";"   639.5";"    79.3"
"108";"T001628";"1016090";"2018JJ00";"  1599.6";"   216.4";"   318.1";"   122.3";"    70.8";"    0.76";"     1.9";"     3.2";"   101.7";"   596.8";"   170.6";"   210.2";"   206.0";"   314.2";"   101.7";"   774.4";"   626.8";"    96.7";"   101.7";"   806.5";"   616.2";"    75.1"
"109";"T001628";"1016090";"2019JJ00";"  1600.8";"   220.9";"   347.9";"   132.2";"    77.3";"    0.70";"     1.8";"     3.1";"    98.9";"   698.4";"   215.1";"   223.6";"   167.3";"   197.6";"    98.9";"   828.4";"   587.5";"    86.0";"    98.9";"   865.0";"   569.8";"    67.2"
"110";"T001628";"1016090";"2020JJ00";"  1601.6";"   222.5";"   373.1";"   134.3";"    78.7";"    0.66";"     1.7";"     2.9";"   102.9";"   795.0";"   233.3";"   204.1";"   130.8";"   135.4";"   102.9";"   860.5";"   555.2";"    82.9";"   102.9";"   911.7";"   522.6";"    64.4"
"111";"T001628";"1016090";"2021JJ00";"  1593.4";"   227.3";"   414.0";"   140.0";"    82.3";"    0.60";"     1.7";"     2.9";"   100.1";"   951.6";"   224.4";"   156.4";"    80.1";"    80.8";"   100.1";"   877.0";"   535.2";"    81.1";"   100.1";"   937.1";"   492.3";"    63.9"
"112";"T001628";"1050220";"2006JJ00";"   120.4";"   154.0";"   328.5";"       .";"       .";"    0.51";"       .";"       .";"    17.3";"    58.5";"     7.4";"     7.5";"     8.7";"    21.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"113";"T001628";"1050220";"2007JJ00";"   123.5";"   164.5";"   347.6";"       .";"       .";"    0.52";"       .";"       .";"    17.0";"    59.5";"     8.1";"     8.9";"    10.7";"    19.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"114";"T001628";"1050220";"2008JJ00";"   127.2";"   175.6";"   370.6";"       .";"       .";"    0.54";"       .";"       .";"    16.7";"    60.8";"     8.6";"     9.8";"    11.7";"    19.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"115";"T001628";"1050220";"2009JJ00";"   133.6";"   177.1";"   364.5";"       .";"       .";"    0.55";"       .";"       .";"    21.5";"    57.9";"     8.4";"     9.3";"    10.9";"    25.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"116";"T001628";"1050220";"2010JJ00";"    77.9";"   177.5";"   371.4";"       .";"       .";"    0.50";"       .";"       .";"    14.3";"    34.0";"     4.3";"     4.3";"     4.5";"    16.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"117";"T001628";"1050220";"2011JJ00";"    86.0";"   177.9";"   302.7";"    99.8";"    61.2";"    0.59";"     1.6";"     2.6";"    14.8";"    33.8";"     4.8";"     5.0";"     5.2";"    22.5";"    14.8";"    37.1";"    24.0";"    10.1";"    14.8";"    40.5";"    22.0";"     8.8"
"118";"T001628";"1050220";"2012JJ00";"    84.3";"   184.0";"   287.9";"    99.0";"    60.4";"    0.65";"     1.7";"     2.7";"    13.6";"    30.7";"     4.7";"     4.7";"     4.9";"    25.6";"    13.6";"    35.9";"    24.0";"    10.8";"    13.6";"    38.9";"    22.3";"     9.4"
"119";"T001628";"1050220";"2013JJ00";"    83.2";"   186.7";"   260.0";"   100.7";"    61.0";"    0.74";"     1.7";"     2.7";"    12.8";"    26.9";"     4.3";"     4.3";"     4.3";"    30.6";"    12.8";"    36.2";"    23.9";"    10.3";"    12.8";"    39.3";"    22.2";"     8.9"
"120";"T001628";"1050220";"2014JJ00";"    82.3";"   184.0";"   259.8";"   105.4";"    64.8";"    0.74";"     1.6";"     2.6";"    13.2";"    26.3";"     4.3";"     4.4";"     4.5";"    29.6";"    13.2";"    36.8";"    23.0";"     9.3";"    13.2";"    40.3";"    21.1";"     7.7"
"121";"T001628";"1050220";"2015JJ00";"    84.5";"   187.1";"   265.9";"   104.7";"    64.6";"    0.73";"     1.6";"     2.6";"    14.0";"    26.9";"     4.5";"     4.6";"     5.0";"    29.5";"    14.0";"    37.4";"    23.5";"     9.6";"    14.0";"    41.6";"    21.0";"     7.9"
"122";"T001628";"1050220";"2016JJ00";"    84.9";"   192.3";"   276.0";"   110.1";"    68.5";"    0.73";"     1.6";"     2.5";"    13.3";"    27.8";"     4.9";"     5.2";"     6.0";"    27.6";"    13.3";"    39.3";"    23.5";"     8.7";"    13.3";"    44.1";"    20.4";"     7.1"
"123";"T001628";"1050220";"2017JJ00";"    89.1";"   200.4";"   295.3";"   117.6";"    72.5";"    0.70";"     1.6";"     2.5";"    13.6";"    30.8";"     5.7";"     6.4";"     7.4";"    25.0";"    13.6";"    43.0";"    23.7";"     8.8";"    13.6";"    47.4";"    20.7";"     7.3"
"124";"T001628";"1050220";"2018JJ00";"    91.0";"   205.7";"   316.5";"   121.3";"    74.6";"    0.66";"     1.5";"     2.4";"    13.7";"    34.0";"     6.8";"     7.7";"     7.2";"    21.5";"    13.7";"    45.0";"    23.8";"     8.5";"    13.7";"    49.4";"    20.8";"     7.1"
"125";"T001628";"1050220";"2019JJ00";"    90.8";"   211.6";"   342.9";"   129.9";"    80.7";"    0.62";"     1.5";"     2.4";"    13.3";"    37.9";"     8.1";"     7.8";"     6.1";"    17.5";"    13.3";"    46.6";"    22.9";"     8.0";"    13.3";"    51.0";"    19.9";"     6.7"
"126";"T001628";"1050220";"2020JJ00";"    90.9";"   211.6";"   366.7";"   131.0";"    81.7";"    0.58";"     1.4";"     2.3";"    13.4";"    42.4";"     8.4";"     7.0";"     5.2";"    14.4";"    13.4";"    48.0";"    21.8";"     7.7";"    13.4";"    52.7";"    18.5";"     6.3"
"127";"T001628";"1050220";"2021JJ00";"    90.3";"   219.3";"   406.1";"   137.8";"    86.6";"    0.52";"     1.4";"     2.2";"    13.0";"    48.0";"     7.7";"     5.9";"     3.7";"    12.0";"    13.0";"    48.3";"    21.4";"     7.7";"    13.0";"    53.2";"    17.9";"     6.2"
"128";"T001628";"A025340";"2006JJ00";"    37.5";"   151.5";"   162.2";"       .";"       .";"    1.02";"       .";"       .";"     1.7";"     3.5";"     1.6";"     3.1";"     6.9";"    20.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"129";"T001628";"A025340";"2007JJ00";"    37.2";"   159.1";"   174.6";"       .";"       .";"    0.99";"       .";"       .";"     1.3";"     3.8";"     1.7";"     4.0";"     9.0";"    17.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"130";"T001628";"A025340";"2008JJ00";"    37.2";"   163.9";"   182.0";"       .";"       .";"    0.99";"       .";"       .";"     1.2";"     3.9";"     1.9";"     3.9";"     9.4";"    17.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"131";"T001628";"A025340";"2009JJ00";"    39.0";"   164.2";"   179.0";"       .";"       .";"    1.03";"       .";"       .";"     2.3";"     3.4";"     1.5";"     2.7";"     5.9";"    23.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"132";"T001628";"A025340";"2010JJ00";"    38.4";"   161.8";"   165.7";"       .";"       .";"    1.12";"       .";"       .";"     2.4";"     2.8";"     1.0";"     1.8";"     3.0";"    27.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"133";"T001628";"A025340";"2011JJ00";"    39.3";"   149.6";"   169.9";"    50.7";"    30.5";"    1.08";"     3.1";"     5.2";"     4.8";"     3.3";"     1.3";"     2.3";"     3.4";"    24.1";"     4.8";"     3.6";"    21.0";"     9.8";"     4.8";"     4.2";"    22.7";"     7.6"
"134";"T001628";"A025340";"2012JJ00";"    34.3";"   152.7";"   163.0";"    50.8";"    30.5";"    1.10";"     3.1";"     5.1";"     3.4";"     2.2";"     1.1";"     2.1";"     3.1";"    22.4";"     3.4";"     2.9";"    20.2";"     7.8";"     3.4";"     3.6";"    21.5";"     5.8"
"135";"T001628";"A025340";"2013JJ00";"    31.0";"   147.6";"   149.0";"    51.5";"    31.2";"    1.15";"     2.9";"     4.8";"     3.0";"     1.8";"     0.8";"     1.4";"     2.3";"    21.6";"     3.0";"     3.4";"    18.6";"     6.1";"     3.0";"     4.1";"    19.5";"     4.4"
"136";"T001628";"A025340";"2014JJ00";"    27.9";"   138.2";"   152.0";"    53.9";"    33.1";"    1.07";"     2.7";"     4.4";"     3.2";"     2.0";"     1.0";"     1.8";"     2.7";"    17.2";"     3.2";"     4.2";"    16.5";"     4.1";"     3.2";"     5.3";"    16.7";"     2.8"
"137";"T001628";"A025340";"2015JJ00";"    27.5";"   129.7";"   159.2";"    54.3";"    34.1";"    1.00";"     2.5";"     4.0";"     3.8";"     2.9";"     1.3";"     2.2";"     3.4";"    13.7";"     3.8";"     5.0";"    15.4";"     3.3";"     3.8";"     6.6";"    14.9";"     2.2"
"138";"T001628";"A025340";"2016JJ00";"    26.4";"   131.2";"   166.6";"    56.6";"    36.2";"    0.96";"     2.4";"     3.8";"     3.5";"     3.3";"     1.5";"     2.6";"     5.4";"    10.1";"     3.5";"     5.6";"    14.6";"     2.8";"     3.5";"     7.9";"    13.3";"     1.8"
"139";"T001628";"A025340";"2017JJ00";"    26.5";"   134.4";"   178.8";"    59.2";"    37.2";"    0.92";"     2.3";"     3.8";"     3.4";"     3.5";"     2.0";"     3.6";"     8.1";"     5.9";"     3.4";"     6.1";"    14.3";"     2.7";"     3.4";"     8.1";"    13.2";"     1.8"
"140";"T001628";"A025340";"2018JJ00";"    26.9";"   136.4";"   193.2";"    62.3";"    38.8";"    0.87";"     2.3";"     3.7";"     3.7";"     4.5";"     2.4";"     4.7";"     7.5";"     4.1";"     3.7";"     6.8";"    13.8";"     2.6";"     3.7";"     8.5";"    12.8";"     1.8"
"141";"T001628";"A025340";"2019JJ00";"    25.5";"   144.4";"   211.6";"    65.9";"    41.3";"    0.84";"     2.3";"     3.7";"     3.4";"     5.0";"     2.8";"     5.0";"     5.8";"     3.5";"     3.4";"     6.5";"    12.9";"     2.7";"     3.4";"     8.2";"    12.0";"     1.9"
"142";"T001628";"A025340";"2020JJ00";"    24.4";"   153.1";"   230.1";"    68.5";"    43.0";"    0.83";"     2.3";"     3.8";"     3.4";"     5.1";"     2.6";"     4.3";"     5.3";"     3.6";"     3.4";"     5.7";"    12.6";"     2.7";"     3.4";"     7.2";"    11.8";"     1.9"
"143";"T001628";"A025340";"2021JJ00";"    23.2";"   166.6";"   254.0";"    71.9";"    45.6";"    0.81";"     2.4";"     3.9";"     3.1";"     5.4";"     2.8";"     4.7";"     4.5";"     2.7";"     3.1";"     4.8";"    12.5";"     2.8";"     3.1";"     6.4";"    11.7";"     1.9"
"144";"T001628";"A025343";"2006JJ00";"  1517.4";"   173.4";"   243.4";"       .";"       .";"    0.77";"       .";"       .";"    60.3";"   599.5";"   136.8";"   150.3";"   183.1";"   387.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"145";"T001628";"A025343";"2007JJ00";"  1516.0";"   186.3";"   258.4";"       .";"       .";"    0.79";"       .";"       .";"    51.3";"   568.5";"   146.6";"   177.5";"   220.0";"   352.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"146";"T001628";"A025343";"2008JJ00";"  1522.7";"   198.2";"   268.9";"       .";"       .";"    0.82";"       .";"       .";"    47.8";"   532.7";"   153.3";"   191.7";"   239.5";"   357.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"147";"T001628";"A025343";"2009JJ00";"  1530.7";"   205.4";"   265.7";"       .";"       .";"    0.86";"       .";"       .";"    70.1";"   449.3";"   141.3";"   175.6";"   221.0";"   473.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"148";"T001628";"A025343";"2010JJ00";"  1503.7";"   210.3";"   247.1";"       .";"       .";"    0.95";"       .";"       .";"    67.5";"   339.3";"   115.2";"   142.4";"   177.3";"   661.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"149";"T001628";"A025343";"2011JJ00";"  1477.6";"   212.4";"   249.4";"    81.3";"    45.8";"    0.96";"     2.7";"     4.8";"    75.9";"   309.5";"   112.8";"   144.2";"   181.6";"   653.7";"    75.9";"   341.5";"   796.2";"   264.1";"    75.9";"   331.7";"   832.3";"   237.7"
"150";"T001628";"A025343";"2012JJ00";"  1443.7";"   218.6";"   236.6";"    82.4";"    45.9";"    1.03";"     2.7";"     4.8";"    54.4";"   242.7";"    94.4";"   121.9";"   157.9";"   772.3";"    54.4";"   328.9";"   800.6";"   259.7";"    54.4";"   306.4";"   846.7";"   236.2"
"151";"T001628";"A025343";"2013JJ00";"  1407.5";"   218.9";"   211.5";"    83.5";"    46.6";"    1.14";"     2.7";"     4.8";"    46.7";"   168.7";"    66.9";"    85.9";"   112.3";"   927.1";"    46.7";"   323.6";"   797.0";"   240.1";"    46.7";"   302.3";"   850.0";"   208.4"
"152";"T001628";"A025343";"2014JJ00";"  1364.9";"   214.7";"   209.4";"    86.5";"    49.0";"    1.13";"     2.6";"     4.5";"    51.8";"   155.7";"    64.2";"    84.8";"   114.1";"   894.4";"    51.8";"   337.4";"   774.2";"   201.6";"    51.8";"   324.6";"   826.0";"   162.5"
"153";"T001628";"A025343";"2015JJ00";"  1327.6";"   209.1";"   213.8";"    85.7";"    49.3";"    1.07";"     2.5";"     4.4";"    57.8";"   168.0";"    70.3";"    95.2";"   131.1";"   805.1";"    57.8";"   337.3";"   756.0";"   176.5";"    57.8";"   345.5";"   790.0";"   134.2"
"154";"T001628";"A025343";"2016JJ00";"  1300.2";"   208.7";"   223.2";"    88.7";"    52.0";"    1.01";"     2.5";"     4.1";"    51.0";"   183.8";"    82.3";"   116.6";"   180.0";"   686.5";"    51.0";"   363.7";"   737.0";"   148.5";"    51.0";"   392.8";"   750.3";"   106.2"
"155";"T001628";"A025343";"2017JJ00";"  1280.3";"   209.7";"   241.1";"    92.2";"    53.6";"    0.94";"     2.4";"     4.0";"    50.6";"   217.8";"   110.3";"   163.9";"   254.3";"   483.4";"    50.6";"   389.0";"   716.2";"   124.5";"    50.6";"   413.9";"   723.9";"    91.9"
"156";"T001628";"A025343";"2018JJ00";"  1272.5";"   212.9";"   264.7";"    96.1";"    55.7";"    0.87";"     2.3";"     3.9";"    51.9";"   279.3";"   157.0";"   235.0";"   243.1";"   306.1";"    51.9";"   417.9";"   692.4";"   110.2";"    51.9";"   442.1";"   694.8";"    83.6"
"157";"T001628";"A025343";"2019JJ00";"  1263.7";"   217.7";"   291.8";"   102.1";"    59.3";"    0.79";"     2.2";"     3.8";"    48.4";"   383.1";"   217.2";"   249.0";"   183.2";"   182.8";"    48.4";"   464.4";"   650.3";"   100.7";"    48.4";"   492.3";"   645.6";"    77.4"
"158";"T001628";"A025343";"2020JJ00";"  1257.6";"   220.3";"   315.0";"   105.3";"    61.5";"    0.74";"     2.1";"     3.6";"    51.6";"   484.5";"   235.0";"   217.7";"   142.7";"   126.1";"    51.6";"   496.2";"   614.7";"    95.2";"    51.6";"   538.5";"   594.9";"    72.6"
"159";"T001628";"A025343";"2021JJ00";"  1249.3";"   227.9";"   349.7";"   110.1";"    64.5";"    0.68";"     2.1";"     3.5";"    48.7";"   627.1";"   226.0";"   171.6";"    93.3";"    82.7";"    48.7";"   509.2";"   596.8";"    94.7";"    48.7";"   562.3";"   565.4";"    72.9"
